Id,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleCondition,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,BsmtFullBath,BsmtHalfBath,GarageCars,GarageArea,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold
520,1,1,3,3,4,0,6,2,2,0,5,2,1,2,2,4,0,2,4,3,6,6,1,0,1,6,2,5,3,5,5,2,3,2,1,4,0.0,0.0,1276.0,1276.0,0.0,0.0,1.0,282.0,70,53,10918,7,9,1926,2004,0,1276,804,0,2080,1,1,3,1,9,2,1926,0,0,0,0,145,0,0,6,2009
521,1,0,3,3,4,0,17,2,2,1,5,1,1,2,3,4,0,3,2,4,4,4,1,4,0,6,3,6,1,3,3,0,3,4,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,60,10800,4,7,1900,2000,0,694,600,0,1294,2,0,3,2,7,0,0,220,114,210,0,0,0,0,8,2008
522,1,1,0,3,0,0,12,1,2,0,2,1,1,2,3,4,1,4,4,3,5,6,1,0,1,6,2,1,3,5,5,2,3,4,1,4,777.0,0.0,467.0,1244.0,0.0,0.0,1.0,336.0,20,90,11988,6,6,1957,1957,0,1244,0,0,1244,1,1,3,1,6,2,1957,0,40,0,0,0,0,0,5,2007
523,1,1,3,3,0,0,3,1,2,0,0,1,1,2,3,2,1,4,4,3,0,6,1,0,1,6,2,5,3,5,5,2,3,4,1,4,399.0,0.0,605.0,1004.0,0.0,0.0,2.0,420.0,50,50,5000,6,7,1947,1950,0,1004,660,0,1664,2,0,3,1,7,2,1950,0,24,36,0,0,0,0,10,2006
524,1,1,0,0,4,0,7,4,4,0,5,3,1,3,0,4,2,0,4,1,2,6,1,0,1,6,2,3,0,5,5,2,3,4,1,5,2260.0,0.0,878.0,3138.0,1.0,0.0,3.0,884.0,60,130,40094,10,5,2007,2008,762,3138,1538,0,4676,3,1,3,1,11,1,2007,208,406,0,0,0,0,0,10,2007
525,1,1,0,3,4,0,15,2,2,0,5,1,1,1,2,4,2,2,4,3,2,6,1,0,1,6,5,1,0,5,5,2,3,4,1,4,719.0,0.0,660.0,1379.0,1.0,0.0,3.0,834.0,60,95,11787,7,5,1996,1997,594,1383,1015,0,2398,2,1,3,1,8,1,1996,239,60,0,0,0,0,0,8,2007
526,1,2,3,3,4,0,21,2,2,0,2,1,1,2,2,4,2,2,4,3,6,6,1,0,1,6,5,1,3,5,5,2,3,4,1,4,0.0,0.0,1257.0,1257.0,0.0,0.0,2.0,453.0,20,62,7500,7,5,2005,2005,0,1266,0,0,1266,2,0,3,1,6,1,2005,38,144,0,0,0,0,0,4,2006
527,1,1,3,3,4,0,12,2,2,0,2,3,1,2,3,4,1,2,4,3,5,6,1,4,1,6,3,1,3,5,5,2,3,4,1,4,377.0,0.0,551.0,928.0,0.0,0.0,1.0,252.0,20,70,13300,5,7,1956,2000,0,928,0,0,928,1,0,2,1,4,0,1956,261,0,156,0,0,0,0,6,2007
528,1,1,0,3,4,0,16,2,2,0,5,3,1,3,0,4,2,0,4,0,2,6,1,0,1,6,2,1,0,5,5,2,3,4,1,5,1330.0,0.0,122.0,1452.0,1.0,0.0,3.0,858.0,60,67,14948,9,5,2008,2008,268,1476,1237,0,2713,2,1,3,1,11,1,2008,126,66,0,0,0,0,0,11,2008
529,1,1,0,3,4,0,7,2,2,0,2,1,1,2,3,4,0,4,4,2,0,6,1,0,1,6,3,6,1,3,3,0,3,4,1,4,348.0,0.0,180.0,528.0,1.0,0.0,0.0,0.0,30,58,9098,4,7,1920,2002,0,605,0,0,605,1,0,2,1,5,0,0,0,0,144,0,0,0,0,7,2007
530,1,1,0,3,1,0,6,2,2,0,2,3,1,2,2,4,2,4,4,3,5,6,1,4,1,0,5,1,2,5,5,2,3,4,1,2,1219.0,0.0,816.0,2035.0,1.0,0.0,2.0,484.0,20,0,32668,6,3,1957,1975,0,2515,0,0,2515,3,0,4,2,9,2,1975,0,0,200,0,0,0,0,3,2007
531,1,1,3,3,4,0,23,2,2,0,7,1,1,1,2,4,1,2,4,0,2,6,1,0,1,6,1,1,2,5,5,2,3,4,1,0,783.0,0.0,678.0,1461.0,1.0,0.0,2.0,600.0,80,85,10200,6,5,1988,1989,219,1509,0,0,1509,2,0,3,1,5,1,1988,224,0,0,0,0,0,0,8,2008
532,1,1,0,3,3,0,3,8,1,0,5,1,1,2,3,4,0,1,0,2,6,6,1,0,1,6,3,5,0,5,1,2,3,4,1,4,0.0,0.0,611.0,611.0,0.0,0.0,2.0,502.0,70,60,6155,6,8,1920,1999,0,751,611,0,1362,2,0,3,1,6,0,1920,0,0,84,0,0,0,0,6,2008
533,1,1,3,3,4,0,12,2,2,0,2,1,1,2,3,4,3,3,2,4,4,4,1,0,1,4,4,5,3,5,5,2,3,4,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,392.0,20,60,7200,5,7,1955,2007,0,827,0,0,827,1,0,2,1,5,1,1967,0,0,0,0,0,0,0,4,2010
534,1,1,3,2,4,1,3,2,2,0,2,1,1,2,1,1,3,3,2,4,4,4,1,1,0,6,3,6,1,3,3,0,3,4,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,50,5000,1,3,1946,1950,0,334,0,0,334,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,2007
535,1,1,0,3,4,0,8,2,2,0,5,1,1,2,2,4,2,0,1,0,6,6,1,0,1,6,2,1,0,5,5,2,3,4,1,4,0.0,0.0,707.0,707.0,0.0,0.0,2.0,403.0,60,74,9056,8,5,2004,2004,0,707,707,0,1414,2,1,3,1,6,1,2004,100,35,0,0,0,0,0,10,2006
536,1,1,3,3,4,0,7,2,2,1,5,1,1,2,3,4,1,2,4,1,2,6,1,4,1,6,3,6,1,3,3,0,3,4,1,4,969.0,0.0,148.0,1117.0,1.0,0.0,0.0,0.0,190,70,7000,5,7,1910,1991,0,820,527,0,1347,1,0,3,1,5,0,0,85,0,148,0,0,0,0,1,2008
537,1,1,0,3,1,0,5,2,2,0,5,1,1,2,3,4,2,2,4,0,6,6,1,0,1,6,3,1,0,5,5,2,3,4,1,4,0.0,0.0,880.0,880.0,0.0,0.0,2.0,527.0,60,57,8924,7,5,1998,1999,0,880,844,0,1724,2,1,3,1,8,0,1998,120,155,0,0,0,0,0,7,2008
538,1,1,0,3,2,0,12,2,2,0,2,3,1,2,3,4,1,4,4,3,1,6,1,4,1,6,3,5,3,5,5,2,3,3,1,4,600.0,0.0,264.0,864.0,0.0,0.0,2.0,576.0,20,0,12735,4,5,1972,1972,0,864,0,0,864,1,0,3,1,5,0,1980,216,0,0,0,0,0,0,4,2008
539,1,1,0,3,4,0,19,2,2,0,2,3,1,1,3,4,1,4,4,3,1,6,1,4,1,6,1,1,3,5,5,2,3,4,1,4,673.0,0.0,378.0,1051.0,0.0,0.0,1.0,336.0,20,0,11553,5,5,1968,1968,188,1159,0,0,1159,1,1,3,1,7,1,1968,466,0,0,0,0,0,0,7,2006
540,1,1,3,3,4,0,5,2,2,0,2,1,1,1,2,4,2,2,4,0,2,6,1,0,1,6,5,1,2,5,5,2,3,2,3,4,1358.0,0.0,223.0,1581.0,1.0,0.0,2.0,670.0,20,0,11423,8,5,2001,2002,479,1601,0,0,1601,2,0,3,1,6,1,2001,180,0,0,0,0,0,2000,5,2010
541,1,1,3,3,4,0,23,2,2,0,2,3,1,1,0,4,2,0,4,0,2,6,1,0,1,6,2,1,0,5,5,2,3,4,1,4,1260.0,0.0,578.0,1838.0,1.0,0.0,3.0,765.0,20,85,14601,9,5,2006,2006,584,1838,0,0,1838,2,0,2,1,8,1,2006,270,68,0,0,0,0,0,3,2009
542,1,1,3,3,2,0,15,2,2,0,5,1,1,1,2,4,2,2,4,3,6,6,1,0,1,6,5,3,0,5,5,2,3,4,1,4,0.0,0.0,969.0,969.0,0.0,0.0,3.0,648.0,60,0,11000,8,5,2000,2000,72,997,1288,0,2285,2,1,4,1,8,1,2000,0,56,0,0,0,0,0,6,2007
543,1,1,3,3,4,0,14,6,2,0,2,3,1,2,2,4,2,0,4,3,3,2,1,0,1,0,5,1,0,5,5,2,3,4,1,4,144.0,1127.0,379.0,1650.0,1.0,0.0,2.0,583.0,20,78,10140,7,5,1998,1999,0,1680,0,0,1680,2,0,3,1,7,1,1998,78,73,0,0,0,0,0,6,2009
544,1,1,3,3,4,0,12,2,2,4,6,1,1,1,3,4,2,2,4,0,2,3,1,0,1,6,3,1,0,5,5,2,3,4,1,4,584.0,139.0,0.0,723.0,1.0,0.0,1.0,367.0,120,34,4058,7,5,1998,1998,182,767,0,0,767,1,0,1,1,4,0,1998,120,40,0,0,0,0,0,6,2007
545,1,1,0,3,4,0,8,2,2,0,5,1,1,2,2,4,2,2,1,0,2,6,1,0,1,6,2,1,2,5,5,2,3,4,1,5,554.0,0.0,100.0,654.0,1.0,0.0,2.0,426.0,60,58,17104,7,5,2006,2006,0,664,832,0,1496,2,1,3,1,7,1,2006,100,24,0,0,0,0,0,9,2006
546,1,1,0,3,0,0,14,2,2,0,0,1,1,1,2,2,2,2,1,3,2,3,1,2,1,6,3,1,3,5,5,2,3,4,1,4,1002.0,202.0,0.0,1204.0,0.0,0.0,3.0,786.0,50,0,13837,7,5,1988,1988,178,1377,806,0,2183,2,1,4,1,9,0,1988,0,0,0,0,0,0,0,2,2006
547,1,1,0,0,4,0,3,2,2,0,0,1,1,2,3,4,0,2,4,3,5,6,1,0,1,6,2,5,3,5,5,2,3,4,1,4,300.0,0.0,765.0,1065.0,0.0,0.0,2.0,440.0,50,70,8737,6,7,1923,1950,0,915,720,0,1635,1,1,3,1,6,1,1950,0,38,0,144,0,0,0,5,2007
548,1,1,3,3,4,0,11,2,2,0,6,1,1,2,3,2,1,2,4,0,0,6,1,0,1,6,3,5,3,5,5,2,3,4,1,4,619.0,0.0,149.0,768.0,1.0,0.0,2.0,624.0,85,54,7244,5,7,1970,1970,0,768,0,0,768,1,0,2,1,5,0,1987,104,0,0,0,0,0,0,4,2007
549,1,1,0,1,4,0,17,1,7,0,2,1,1,2,3,2,1,4,4,3,3,5,1,4,1,6,3,5,2,5,5,2,3,2,1,4,180.0,645.0,0.0,825.0,1.0,0.0,2.0,720.0,20,49,8235,5,7,1955,1995,0,825,0,0,825,1,0,2,1,4,0,1963,140,50,0,0,0,0,0,6,2008
550,1,1,3,3,4,0,21,2,2,0,5,1,1,2,2,4,2,2,4,3,6,6,1,0,1,6,2,3,0,5,5,2,3,4,1,4,0.0,0.0,912.0,912.0,0.0,0.0,2.0,615.0,60,75,9375,7,5,2003,2004,0,912,1182,0,2094,2,1,4,1,8,1,2003,182,182,0,0,0,0,0,11,2009
551,1,1,3,3,4,0,13,2,2,4,2,1,1,2,3,4,1,2,4,3,0,6,1,4,1,6,3,1,2,5,5,2,3,4,1,0,559.0,0.0,510.0,1069.0,0.0,0.0,2.0,440.0,120,53,4043,6,6,1977,1977,0,1069,0,0,1069,2,0,2,1,4,0,1977,0,55,0,0,200,0,0,10,2008
552,1,1,3,3,4,0,17,2,2,0,2,3,1,2,3,4,1,4,4,3,5,6,1,2,1,6,3,1,0,5,5,2,3,4,1,4,308.0,0.0,620.0,928.0,0.0,0.0,1.0,288.0,20,50,6000,5,6,1957,1957,0,928,0,0,928,1,0,3,1,5,0,1957,0,0,0,0,0,0,0,6,2008
553,1,1,0,3,4,0,16,2,2,0,2,1,1,3,2,4,2,0,4,0,6,6,1,0,1,6,2,1,2,5,5,2,3,4,1,4,0.0,0.0,1709.0,1709.0,0.0,0.0,3.0,908.0,20,87,11146,8,5,2006,2006,250,1717,0,0,1717,2,0,3,1,7,1,2006,169,39,0,0,0,0,0,7,2009
554,1,1,3,3,4,0,7,1,2,0,2,1,1,2,3,4,1,3,2,4,4,4,1,0,1,6,3,5,0,5,5,0,3,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,520.0,20,67,8777,4,5,1949,2003,0,1126,0,0,1126,2,0,2,1,5,0,2002,0,96,0,0,0,0,0,5,2009
555,1,1,3,3,4,0,16,2,2,0,5,1,1,1,2,4,2,2,4,3,2,6,1,0,1,6,2,3,2,5,5,2,3,4,1,4,866.0,0.0,132.0,998.0,1.0,0.0,3.0,871.0,60,85,10625,7,5,2003,2004,292,1006,1040,0,2046,2,1,3,1,8,1,2003,320,62,0,0,0,0,0,8,2008
556,1,1,3,3,4,0,3,2,2,0,1,1,1,2,3,4,0,4,0,3,6,6,1,4,1,6,2,5,3,5,5,2,3,4,1,4,0.0,0.0,993.0,993.0,0.0,0.0,1.0,280.0,45,58,6380,5,6,1922,1950,0,1048,0,0,1048,1,0,2,1,5,1,1922,0,0,116,0,0,0,0,8,2006
557,1,1,0,3,4,0,12,2,2,0,2,1,1,2,3,4,1,4,4,3,5,6,1,4,1,6,5,1,0,5,5,2,3,3,1,4,895.0,0.0,197.0,1092.0,1.0,0.0,1.0,299.0,20,69,14850,5,5,1957,1957,0,1092,0,0,1092,1,0,2,1,6,1,1957,268,0,0,0,122,0,0,5,2006
558,1,1,3,2,4,1,9,2,2,0,0,1,1,2,3,4,1,4,4,3,5,6,1,2,1,6,3,4,3,5,5,2,3,4,1,4,637.0,0.0,0.0,637.0,0.0,0.0,1.0,570.0,50,60,11040,4,6,1920,1950,0,897,439,0,1336,1,1,3,1,7,0,1994,0,47,120,0,0,0,0,9,2006
559,1,1,1,1,2,0,8,2,2,0,5,1,1,2,3,4,2,2,4,1,2,6,1,0,1,6,5,1,3,5,5,2,3,4,1,4,604.0,0.0,125.0,729.0,0.0,1.0,2.0,406.0,60,57,21872,7,5,1996,1997,0,729,717,0,1446,2,1,3,1,6,1,1996,264,22,0,0,0,0,0,8,2008
560,1,1,3,3,4,0,0,2,2,4,2,1,1,1,2,4,2,2,4,1,6,6,1,0,1,6,5,1,0,5,5,2,3,4,1,4,0.0,0.0,1374.0,1374.0,0.0,0.0,2.0,420.0,120,0,3196,7,5,2003,2004,18,1557,0,0,1557,2,0,2,1,7,1,2003,143,20,0,0,0,0,0,10,2006
561,1,1,0,3,4,0,19,2,2,0,2,3,1,1,3,4,1,2,4,3,0,6,1,4,1,4,2,5,3,5,5,2,3,4,1,4,1302.0,0.0,90.0,1392.0,1.0,0.0,2.0,528.0,20,0,11341,5,6,1957,1996,180,1392,0,0,1392,1,1,3,1,5,1,1957,0,0,0,0,95,0,0,5,2010
562,1,1,3,3,4,1,11,2,2,0,2,1,1,2,3,4,1,2,4,0,0,3,1,2,1,6,5,1,2,5,5,2,3,4,1,4,1071.0,123.0,195.0,1389.0,1.0,0.0,2.0,418.0,20,77,10010,5,5,1974,1975,0,1389,0,0,1389,1,0,2,1,6,1,1975,240,38,0,0,0,0,0,4,2006
563,1,1,3,3,4,0,7,2,2,0,2,1,1,2,3,4,1,4,4,3,1,6,1,0,1,6,2,6,1,3,3,2,3,4,1,4,290.0,0.0,706.0,996.0,1.0,0.0,0.0,0.0,30,63,13907,5,6,1940,1969,0,996,0,0,996,1,0,3,1,6,1,0,144,0,0,0,0,0,0,7,2008
564,1,1,3,3,4,0,7,2,2,0,0,1,1,2,3,4,0,2,4,2,6,6,1,0,1,6,2,5,0,5,5,0,3,4,1,4,0.0,0.0,1163.0,1163.0,0.0,0.0,2.0,396.0,50,66,21780,6,7,1918,1950,0,1163,511,0,1674,2,0,4,1,8,1,1955,72,36,0,0,144,0,0,7,2008
565,1,1,0,3,1,0,15,2,2,0,5,1,1,2,2,4,2,2,4,3,2,6,1,0,1,6,5,1,2,5,5,2,3,4,1,4,728.0,0.0,367.0,1095.0,1.0,0.0,2.0,590.0,60,0,13346,7,5,1992,2000,0,1166,1129,0,2295,2,1,4,1,9,1,1992,0,40,0,0,0,0,0,7,2006
566,1,1,3,0,0,0,18,2,2,0,5,1,1,2,3,4,2,2,4,3,6,6,1,4,0,6,3,5,3,5,5,2,3,4,1,4,0.0,0.0,806.0,806.0,1.0,0.0,1.0,216.0,70,66,6858,6,4,1915,1950,0,841,806,0,1647,1,1,4,1,6,0,1920,0,66,136,0,0,0,0,5,2010
567,1,1,0,3,4,0,22,2,2,0,5,3,1,1,2,4,2,2,1,3,6,6,1,0,1,6,2,3,0,5,5,2,3,4,1,4,0.0,0.0,1122.0,1122.0,0.0,0.0,3.0,656.0,60,77,11198,9,5,2005,2007,245,1134,1370,0,2504,2,1,4,1,11,1,2005,144,39,0,0,0,0,0,6,2008
568,1,1,0,3,4,0,16,2,2,0,2,1,1,1,2,4,2,2,4,3,2,6,1,0,1,6,3,1,2,5,5,2,3,4,1,4,2.0,0.0,1515.0,1517.0,0.0,0.0,2.0,532.0,20,70,10171,7,5,2004,2004,168,1535,0,0,1535,2,0,3,1,7,0,2004,0,0,0,0,0,0,0,3,2010
569,1,1,0,2,4,1,20,2,2,0,0,1,1,2,2,4,1,2,4,1,2,6,1,0,1,3,2,3,0,2,5,2,3,4,1,4,1441.0,0.0,55.0,1496.0,1.0,0.0,2.0,612.0,50,79,12327,8,8,1983,2009,0,1496,636,0,2132,1,1,1,1,5,1,1983,349,40,0,0,0,0,0,9,2009
570,1,1,0,3,0,0,12,2,2,2,6,1,1,2,3,4,1,2,4,1,2,6,1,4,1,6,5,5,3,5,5,2,3,4,1,4,943.0,0.0,0.0,943.0,1.0,0.0,2.0,600.0,90,0,7032,5,5,1979,1979,0,943,0,0,943,1,0,2,1,4,2,1979,42,0,0,0,0,0,0,12,2006
571,1,1,0,3,4,0,12,2,2,2,2,1,1,1,3,4,1,4,4,3,3,6,1,4,1,6,3,5,3,5,5,2,3,4,1,4,231.0,0.0,1497.0,1728.0,0.0,0.0,2.0,576.0,90,74,13101,5,5,1965,1965,108,1728,0,0,1728,2,0,6,2,10,0,1987,0,0,0,0,0,0,0,11,2008
572,1,1,3,3,4,0,12,2,2,0,2,1,1,1,3,4,1,4,4,3,1,6,1,0,1,6,3,1,3,5,5,2,3,4,1,0,414.0,0.0,450.0,864.0,1.0,0.0,1.0,288.0,20,60,7332,6,6,1959,1959,207,864,0,0,864,1,0,2,1,4,0,1959,168,0,0,0,0,0,0,10,2006
573,1,1,0,1,0,0,23,2,2,0,5,1,1,2,3,4,2,0,4,0,6,6,1,2,1,6,3,1,2,5,5,2,3,4,1,5,0.0,0.0,846.0,846.0,0.0,0.0,2.0,650.0,60,83,13159,7,5,2009,2009,0,846,846,0,1692,2,1,3,1,6,0,2009,208,114,0,0,0,0,0,7,2009
574,1,1,0,3,4,0,8,2,2,0,7,1,1,2,3,4,2,2,4,3,6,6,1,0,1,6,5,3,2,5,5,2,3,4,1,4,0.0,0.0,384.0,384.0,0.0,0.0,2.0,400.0,80,76,9967,7,5,2000,2000,0,774,656,0,1430,2,1,3,1,8,1,2000,100,0,0,0,0,0,0,12,2007
575,1,1,3,3,2,0,12,2,2,0,7,2,1,1,3,4,1,4,4,0,0,6,1,4,1,6,3,3,3,5,5,2,3,1,1,4,349.0,0.0,23.0,372.0,0.0,1.0,1.0,288.0,80,70,10500,5,7,1971,2005,82,576,533,0,1109,1,0,3,1,5,0,1971,35,0,0,0,0,0,0,12,2007
576,1,1,3,3,4,0,12,2,2,0,0,1,1,2,3,4,1,4,4,3,5,6,1,4,1,6,3,5,3,5,5,2,3,4,1,0,442.0,0.0,390.0,832.0,0.0,0.0,1.0,336.0,50,80,8480,5,5,1947,1950,0,832,384,0,1216,1,0,2,1,6,0,1947,158,0,102,0,0,0,0,10,2008
577,1,1,3,3,4,0,18,2,2,0,0,1,1,2,3,4,0,4,4,3,6,6,1,2,1,6,2,5,3,5,5,2,3,4,1,4,0.0,0.0,861.0,861.0,0.0,1.0,1.0,216.0,50,52,6292,7,7,1928,1950,0,877,600,0,1477,2,0,3,1,6,1,1928,0,50,0,0,0,0,0,8,2009
578,1,1,0,3,4,0,19,2,2,0,7,1,1,1,3,4,1,4,4,0,3,0,1,0,1,6,1,1,2,5,5,2,3,4,1,0,328.0,551.0,285.0,1164.0,1.0,0.0,2.0,564.0,80,96,11777,5,6,1966,1966,97,1320,0,0,1320,1,0,3,1,6,2,1966,160,68,240,0,0,0,0,5,2006
579,1,2,3,3,0,0,21,2,2,4,5,1,1,2,2,4,2,2,4,3,6,6,1,0,1,6,3,5,3,5,5,2,3,4,1,0,0.0,0.0,689.0,689.0,0.0,0.0,2.0,540.0,160,34,3604,7,5,2007,2007,0,703,689,0,1392,2,0,2,1,5,0,2007,0,102,0,0,0,0,0,2,2008
580,1,0,3,3,4,0,17,2,2,0,0,1,1,1,3,4,0,4,4,3,6,6,1,0,0,6,3,1,3,1,5,2,3,4,1,4,0.0,0.0,1050.0,1050.0,0.0,0.0,1.0,352.0,50,81,12150,5,5,1954,1954,335,1050,745,0,1795,2,0,4,1,7,0,1954,0,0,0,0,0,0,0,11,2008
581,1,1,0,3,1,0,12,2,2,0,2,1,1,1,3,4,1,4,4,3,1,5,1,0,1,6,2,1,3,5,5,2,3,4,1,4,594.0,219.0,331.0,1144.0,0.0,1.0,2.0,572.0,20,0,14585,6,6,1960,1987,85,1429,0,0,1429,1,0,3,1,7,2,1960,216,110,0,0,0,0,0,6,2007
582,1,1,3,3,4,0,16,2,2,0,2,3,1,1,0,4,2,0,4,3,6,6,1,0,1,6,2,1,2,5,5,2,3,4,1,5,0.0,0.0,2042.0,2042.0,0.0,0.0,3.0,1390.0,20,98,12704,8,5,2008,2009,306,2042,0,0,2042,2,1,3,1,8,1,2009,0,90,0,0,0,0,0,8,2009
583,0,1,3,3,4,0,7,2,2,2,6,1,1,1,3,2,1,2,4,0,2,6,1,4,1,6,3,6,1,3,3,2,3,4,1,4,816.0,0.0,0.0,816.0,1.0,0.0,0.0,0.0,90,81,11841,6,5,1990,1990,104,816,0,0,816,1,0,3,1,5,0,0,0,32,0,0,0,0,0,5,2007
584,1,1,3,3,4,0,17,0,3,0,4,1,1,2,0,0,0,4,4,3,6,6,1,2,1,6,2,5,3,2,5,2,3,4,1,4,0.0,0.0,1237.0,1237.0,0.0,0.0,2.0,880.0,75,75,13500,10,9,1893,2000,0,1521,1254,0,2775,3,1,3,1,9,1,1988,105,502,0,0,0,0,0,7,2008
585,1,1,3,3,4,0,3,2,2,0,0,1,1,2,3,4,0,4,4,3,6,6,1,0,1,6,3,5,3,5,5,2,3,4,1,4,0.0,0.0,884.0,884.0,0.0,0.0,1.0,240.0,50,51,6120,4,7,1935,1995,0,989,584,0,1573,1,0,3,1,6,0,1935,0,0,54,0,120,0,0,7,2009
586,1,1,3,3,4,0,23,2,2,0,2,3,1,1,2,4,2,0,4,1,2,6,1,0,1,6,2,1,2,5,5,2,3,4,1,5,1460.0,0.0,408.0,1868.0,1.0,0.0,3.0,880.0,20,88,11443,8,5,2005,2006,208,2028,0,0,2028,2,0,2,1,7,2,2005,326,66,0,0,0,0,0,3,2006
587,1,1,3,3,4,0,3,6,2,0,2,1,1,2,3,2,0,4,1,2,5,0,1,0,1,6,3,5,0,5,5,0,3,3,1,4,210.0,606.0,0.0,816.0,1.0,0.0,1.0,275.0,30,55,10267,6,7,1918,2000,0,838,0,0,838,1,0,2,1,5,0,1961,0,0,112,0,0,0,0,5,2008
588,1,1,0,3,4,0,19,2,2,0,6,3,1,2,3,4,1,4,4,0,0,6,1,4,1,6,3,5,3,5,5,2,3,4,1,4,672.0,0.0,168.0,840.0,1.0,0.0,2.0,528.0,85,74,8740,5,6,1982,1982,0,860,0,0,860,1,0,2,1,4,0,1996,0,0,0,0,0,0,0,7,2009
589,1,1,0,2,4,2,4,2,2,0,2,0,5,2,3,4,1,4,4,1,2,6,1,0,1,6,2,1,3,5,5,2,3,4,1,5,1324.0,0.0,113.0,1437.0,2.0,0.0,1.0,452.0,20,65,25095,5,8,1968,2003,0,1473,0,0,1473,1,0,1,1,5,2,1968,0,48,0,0,60,0,0,6,2009
590,1,1,3,3,4,0,3,6,1,0,2,1,1,2,3,4,0,4,4,3,6,6,1,4,1,6,3,5,3,5,5,1,3,4,3,4,0.0,0.0,742.0,742.0,0.0,0.0,1.0,308.0,40,50,9100,5,6,1930,1960,0,779,0,156,935,1,0,2,1,4,0,1988,0,0,0,0,0,0,600,8,2008
591,1,1,3,3,4,0,5,2,2,0,5,1,1,2,2,4,2,2,4,3,2,6,1,0,1,6,3,1,2,5,5,2,3,4,1,4,490.0,0.0,280.0,770.0,0.0,0.0,2.0,520.0,60,64,8320,7,5,2004,2004,0,770,812,0,1582,2,1,3,1,6,0,2004,0,45,0,0,0,0,0,9,2008
592,1,1,0,3,0,0,16,2,2,0,5,1,1,3,0,4,2,0,4,1,2,6,1,0,1,6,2,3,2,5,5,2,3,4,1,4,1338.0,0.0,384.0,1722.0,1.0,0.0,3.0,842.0,60,97,13478,10,5,2008,2008,420,1728,568,0,2296,2,1,3,1,10,1,2008,382,274,0,0,0,0,0,6,2009
593,1,1,3,3,4,0,11,2,2,0,2,1,1,2,3,2,2,4,1,3,2,6,1,0,1,6,3,5,0,5,5,2,3,4,1,4,816.0,0.0,0.0,816.0,1.0,0.0,2.0,816.0,20,60,6600,5,8,1982,2003,0,816,0,0,816,1,0,2,1,4,0,1985,0,0,0,0,0,0,0,6,2008
594,1,1,3,3,4,0,5,2,2,4,2,1,1,1,2,4,2,2,4,0,2,6,1,0,1,6,3,1,0,5,5,2,3,4,1,4,685.0,0.0,163.0,848.0,1.0,0.0,2.0,420.0,120,0,4435,6,5,2003,2003,170,848,0,0,848,1,0,1,1,4,0,2003,140,0,0,0,0,0,0,5,2009
595,1,1,0,3,4,0,5,2,2,0,2,3,1,2,3,4,1,2,4,3,6,6,1,4,1,6,3,5,3,5,5,2,3,2,1,4,0.0,0.0,924.0,924.0,0.0,0.0,1.0,280.0,20,88,7990,5,6,1975,1975,0,924,0,0,924,1,0,3,1,5,0,1981,0,0,0,0,0,0,0,4,2008
596,1,1,0,3,4,0,22,2,2,0,2,1,1,1,2,4,2,2,4,1,2,6,1,0,1,6,5,1,0,5,5,2,3,4,1,5,1422.0,0.0,392.0,1814.0,1.0,0.0,3.0,758.0,20,69,11302,8,5,2005,2006,238,1826,0,0,1826,2,0,3,1,7,1,2005,180,75,0,0,120,0,0,8,2006
597,1,0,3,3,4,0,17,2,2,0,5,1,1,2,3,4,1,4,4,3,6,6,1,0,0,6,3,5,3,5,1,0,3,4,1,4,0.0,0.0,684.0,684.0,0.0,0.0,1.0,216.0,70,60,3600,6,7,1910,1993,0,684,684,0,1368,1,0,3,1,7,0,1930,0,158,0,0,0,0,0,10,2006
598,1,1,3,3,4,0,0,2,2,4,2,1,1,1,2,4,2,0,4,0,6,6,1,0,1,6,2,1,0,5,5,2,3,4,1,5,0.0,0.0,1258.0,1258.0,0.0,2.0,3.0,648.0,120,53,3922,7,5,2006,2007,72,1402,0,0,1402,0,2,2,1,7,1,2006,120,16,0,0,0,0,0,2,2007
